Ghana_103272_S1Hand.tif,Ghana_103272_LabelHand.tif
Ghana_24858_S1Hand.tif,Ghana_24858_LabelHand.tif
Ghana_147015_S1Hand.tif,Ghana_147015_LabelHand.tif
Ghana_953791_S1Hand.tif,Ghana_953791_LabelHand.tif
Ghana_154838_S1Hand.tif,Ghana_154838_LabelHand.tif
Ghana_134751_S1Hand.tif,Ghana_134751_LabelHand.tif
Ghana_61925_S1Hand.tif,Ghana_61925_LabelHand.tif
Ghana_156478_S1Hand.tif,Ghana_156478_LabelHand.tif
Ghana_144050_S1Hand.tif,Ghana_144050_LabelHand.tif
Ghana_49890_S1Hand.tif,Ghana_49890_LabelHand.tif
Ghana_97516_S1Hand.tif,Ghana_97516_LabelHand.tif
Ghana_168875_S1Hand.tif,Ghana_168875_LabelHand.tif
Ghana_141910_S1Hand.tif,Ghana_141910_LabelHand.tif
Ghana_146222_S1Hand.tif,Ghana_146222_LabelHand.tif
Ghana_11745_S1Hand.tif,Ghana_11745_LabelHand.tif
Ghana_161233_S1Hand.tif,Ghana_161233_LabelHand.tif
Ghana_7496_S1Hand.tif,Ghana_7496_LabelHand.tif
Ghana_128663_S1Hand.tif,Ghana_128663_LabelHand.tif
Ghana_264787_S1Hand.tif,Ghana_264787_LabelHand.tif
Ghana_597288_S1Hand.tif,Ghana_597288_LabelHand.tif
Ghana_8090_S1Hand.tif,Ghana_8090_LabelHand.tif
Ghana_187318_S1Hand.tif,Ghana_187318_LabelHand.tif
Ghana_362274_S1Hand.tif,Ghana_362274_LabelHand.tif
Ghana_1089161_S1Hand.tif,Ghana_1089161_LabelHand.tif
Ghana_887131_S1Hand.tif,Ghana_887131_LabelHand.tif
Ghana_247288_S1Hand.tif,Ghana_247288_LabelHand.tif
Ghana_194723_S1Hand.tif,Ghana_194723_LabelHand.tif
Ghana_26376_S1Hand.tif,Ghana_26376_LabelHand.tif
Ghana_45911_S1Hand.tif,Ghana_45911_LabelHand.tif
Ghana_83200_S1Hand.tif,Ghana_83200_LabelHand.tif
Ghana_135389_S1Hand.tif,Ghana_135389_LabelHand.tif
India_285297_S1Hand.tif,India_285297_LabelHand.tif
India_1072277_S1Hand.tif,India_1072277_LabelHand.tif
India_324254_S1Hand.tif,India_324254_LabelHand.tif
India_177319_S1Hand.tif,India_177319_LabelHand.tif
India_391908_S1Hand.tif,India_391908_LabelHand.tif
India_166709_S1Hand.tif,India_166709_LabelHand.tif
India_534470_S1Hand.tif,India_534470_LabelHand.tif
India_773682_S1Hand.tif,India_773682_LabelHand.tif
India_956930_S1Hand.tif,India_956930_LabelHand.tif
India_979278_S1Hand.tif,India_979278_LabelHand.tif
India_664410_S1Hand.tif,India_664410_LabelHand.tif
India_747970_S1Hand.tif,India_747970_LabelHand.tif
India_207862_S1Hand.tif,India_207862_LabelHand.tif
India_500266_S1Hand.tif,India_500266_LabelHand.tif
India_179238_S1Hand.tif,India_179238_LabelHand.tif
India_287642_S1Hand.tif,India_287642_LabelHand.tif
India_774689_S1Hand.tif,India_774689_LabelHand.tif
India_383430_S1Hand.tif,India_383430_LabelHand.tif
India_373039_S1Hand.tif,India_373039_LabelHand.tif
India_698338_S1Hand.tif,India_698338_LabelHand.tif
India_1017769_S1Hand.tif,India_1017769_LabelHand.tif
India_981708_S1Hand.tif,India_981708_LabelHand.tif
India_91379_S1Hand.tif,India_91379_LabelHand.tif
